VRN,NICK,TTIME,LAT,LON,FLATTIRE,ACCURACY,STOPLINEVIOLATION,OBDABSENGLOAD,FUELLVLINPUT,BSMLAT,BSMLON,DRVBEHAVIOR,DISABLEDVEHICLE,ACCELPOS,GETONDOWN,EQURATIO,HAZARDLIGHTS,COOLANTTEMP,HLTURN,HUTURN,HRTURN,HSTART,HSTOP,HDECEL,HACCEL,TROUBLE,V2XTID,DISTANCE,TRIPSEQ,OBDSPEED,OBDRPM,OBDVOLT,OBDFUELRATE,MDISTANCE,MFCO,GPSSPEED,HEADING,DTC,OBDDIST,PEDESSTAT,PEDESEVENTTERMINALTIME,PEDESCLEARTERMINALTIME,COLLISTAT,COLLIEVENTTERMINALTIME,COLLICLEARTERMINALTIME,ESTOPSTAT,ESTOPEVENTTIME,ESTOPFINTIME,ESTOPCMDSOURCE,ESTOPBRAKEDISTANCE,ESTOPBRAKETIME
1516,test,2018/08/21 11:44:55,37.46013,126.9246,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,5.4091,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:44:56,37.46068,126.9207,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,3.1586,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:44:57,37.46121,126.9233,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0.4712,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:44:58,37.46118,126.9246,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,3.0458,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:44:59,37.46192,126.9233,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,7.5774,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:00,37.46183,126.9234,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,9.7450,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:01,37.46020,126.9220,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1.6654,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:02,37.46161,126.9206,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,5.8086,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:03,37.46016,126.9214,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,7.7408,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:04,37.46077,126.9220,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6.6601,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:05,37.46073,126.9201,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0.5535,,,,,,,,,,,,,,,,,
1516,test,2018/08/21 11:45:06,37.46154,126.9249,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,3.7170,,,,,,,,,,,,,,,,,
